##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X
PROV2431;Necker Ridge;Necker Ridge;Necker Ridge;Cordillera Necker;Necker Ridge;Necker Ridge;Necker Ridge;хребет Неккера;;;X
PROV2432;Vitiaz Trench;Vitiaz Trench;Vitiaz Trench;Zanja Vitiaz;Vitiaz Trench;Vitiaz Trench;Vitiaz Trench;пролив Витязь;;;X
PROV2433;Nauru Island;Nauru Island;Nauru Island;Islas Nauru;Nauru Island;Nauru Island;Nauru Island;остров Науру;;;X
PROV2434;Fiji Islands;Fiji Islands;Fiji Islands;Islas Fiji;Fiji Islands;Fiji Islands;Fiji Islands;острова Фиджи;;;X
PROV2435;Gilbert Islands;Gilbert Islands;Gilbert Islands;Islas Gilbert;Gilbert Islands;Gilbert Islands;Gilbert Islands;острова Гилберта;;;X
PROV2436;Tuvalu Islands;Tuvalu Islands;Tuvalu Islands;Islas Tuvalu;Tuvalu Islands;Tuvalu Islands;Tuvalu Islands;острова Тувалу;;;X
PROV2437;Central Gilberts;Central Gilberts;Central Gilberts;Gilberts Central ;Central Gilberts;Central Gilberts;Central Gilberts;Центральные острова Гилберта;;;X
PROV2438;Loyalty Islands;Loyalty Islands;Loyalty Islands;Islas Loyalty;Loyalty Islands;Loyalty Islands;Loyalty Islands;острова Луайоте;;;X
PROV2439;Eastern Solomons;Eastern Solomons;Eastern Solomons;Solomons Oriental;Eastern Solomons;Eastern Solomons;Eastern Solomons;Восточные Соломоновы острова;;;X
PROV2440;Cape St George;Cape St George;Cape St George;Cabo St George;Cape St George;Cape St George;Cape St George;мыс Св. Георгия;;;X
PROV2441;New Hebrides Islands;New Hebrides Islands;New Hebrides Islands;Islas New Hebrides;New Hebrides Islands;New Hebrides Islands;New Hebrides Islands;острова Новые Гебриды;;;X
PROV2442;Santa Cruz Islands;Santa Cruz Islands;Santa Cruz Islands;Islas Santa Cruz;Santa Cruz Islands;Santa Cruz Islands;Santa Cruz Islands;острова Санта-Крус;;;X
PROV2443;New Hebrides Trench;New Hebrides Trench;New Hebrides Trench;Zanja New Hebrides;New Hebrides Trench;New Hebrides Trench;New Hebrides Trench;Новогебридский желоб;;;X
PROV2444;Coast of Queensland;Coast of Queensland;Coast of Queensland;Costa de Queensland;Coast of Queensland;Coast of Queensland;Coast of Queensland;побережье Квинсленда;;;X
PROV2445;Queensland Plateau;Queensland Plateau;Queensland Plateau;Meseta Queensland;Queensland Plateau;Queensland Plateau;Queensland Plateau;плато Квинсленд;;;X
PROV2446;Coral Sea;Coral Sea;Coral Sea;Mar del Coral;Coral Sea;Coral Sea;Coral Sea;Коралловое море;;;X
PROV2447;Milne Bay;Milne Bay;Milne Bay;Bahнa de Milne;Milne Bay;Milne Bay;Milne Bay;залив Милна;;;X
PROV2448;Cape Flattery;Cape Flattery;Cape Flattery;Cabo Flattery;Cape Flattery;Cape Flattery;Cape Flattery;мыс Флаттери;;;X
PROV2449;Wellesley Islands;Wellesley Islands;Wellesley Islands;Islas Wellesley;Wellesley Islands;Wellesley Islands;Wellesley Islands;острова Уэлсли;;;X
PROV2450;Torres Strait;Torres Strait;Torres Strait;Estrecho de Torres;Torres Strait;Torres Strait;Torres Strait;Торресов пролив;;;X
PROV2451;Great Barrier Reef;Great Barrier Reef;Great Barrier Reef;Gran Barrera de Coral;Great Barrier Reef;Great Barrier Reef;Great Barrier Reef;Большой Барьерный риф;;;X
PROV2452;Eastern Fields;Eastern Fields;Eastern Fields;Campos Orientales;Eastern Fields;Eastern Fields;Eastern Fields;Истерн-Филдс;;;X
PROV2453;Suez Canal;Suez Canal;Suez Canal;Canal de Suez;Suez Canal;Suez Canal;Suez Canal;Суэцкий канал;;;X
PROV2454;Gulf of Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;Golfo de Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;залив Карпентария;;;X
PROV2455;Solomon Sea;Solomon Sea;Solomon Sea;Mar Salomуn;Solomon Sea;Solomon Sea;Solomon Sea;Соломоново море;;;X
PROV2456;Solomon Islands;Solomon Islands;Solomon Islands;Islas Salomуn;Solomon Islands;Solomon Islands;Solomon Islands;Соломоновы острова;;;X
PROV2457;San Cristobal Trench;San Cristobal Trench;San Cristobal Trench;Zanja San Cristуbal;San Cristobal Trench;San Cristobal Trench;San Cristobal Trench;желоб Сан-Кристобаль;;;X
PROV2458;St. George's Channel;St. George's Channel;St. George's Channel;Canal de San Jorge;St. George's Channel;St. George's Channel;St. George's Channel;пролив Св. Георгия;;;X
PROV2459;Huon Gulf;Huon Gulf;Huon Gulf;Golfo de Huon;Huon Gulf;Huon Gulf;Huon Gulf;залив Юона;;;X
PROV2460;Trobriand Islands;Trobriand Islands;Trobriand Islands;Islas Trobriand;Trobriand Islands;Trobriand Islands;Trobriand Islands;острова Тробриан;;;X
PROV2461;Irian Bay;Irian Bay;Irian Bay;Bahнa de Irнan;Irian Bay;Irian Bay;Irian Bay;Ирианский залив;;;X
PROV2462;Humboldt Bay;Humboldt Bay;Humboldt Bay;Bahнa de Humboldt;Humboldt Bay;Humboldt Bay;Humboldt Bay;залив Гумбольдта;;;X
PROV2463;Lake Onega;Lake Onega;Lake Onega;Lake Onega;Lake Onega;Lake Onega;Lake Onega;Онежское озеро;;;X
PROV2464;free;free;free;libre;free;free;free;не используется;;;X
PROV2465;West Bismarck Sea;West Bismarck Sea;West Bismarck Sea;Mar de Bismarck Occidental;West Bismarck Sea;West Bismarck Sea;West Bismarck Sea;Запад Новогвинейского моря;;;X
PROV2466;Bismarck Sea;Bismarck Sea;Bismarck Sea;Mar de Bismarck;Bismarck Sea;Bismarck Sea;Bismarck Sea;Новогвинейское море;;;X
PROV2467;Admiralty Islands;Admiralty Islands;Admiralty Islands;Islas del Almirantazgo;Admiralty Islands;Admiralty Islands;Admiralty Islands;острова Адмиралтейства;;;X
PROV2468;South Caroline Basin;South Caroline Basin;South Caroline Basin;Cuenca Carolina Sur;South Caroline Basin;South Caroline Basin;South Caroline Basin;Юш Каролинского моря;;;X
PROV2469;Bismark Archipelago;Bismark Archipelago;Bismark Archipelago;Archipiйlago Bismark;Bismark Archipelago;Bismark Archipelago;Bismark Archipelago;архипелаг Бисмарка;;;X
PROV2470;West Caroline Basin;West Caroline Basin;West Caroline Basin;Cuenca de Carolina Oeste;West Caroline Basin;West Caroline Basin;West Caroline Basin;Запад Каролинского моря;;;X
PROV2471;Senyavin Islands;Senyavin Islands;Senyavin Islands;Islas Senyavin;Senyavin Islands;Senyavin Islands;Senyavin Islands;острова Сенявина;;;X
PROV2472;Mariana Trench;Mariana Trench;Mariana Trench;Zanja Mariana;Mariana Trench;Mariana Trench;Mariana Trench;Марианская впадина;;;X
PROV2473;East Caroline Basin;East Caroline Basin;East Caroline Basin;Cuenca de Carolina Este;East Caroline Basin;East Caroline Basin;East Caroline Basin;Восток Каролинского моря;;;X
PROV2474;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;Challenger Deep;бездна Челленджер;;;X
PROV2475;Mariana Islands;Mariana Islands;Mariana Islands;Islas Marianas;Mariana Islands;Mariana Islands;Mariana Islands;Марианские острова;;;X
PROV2476;Bonin Islands;Bonin Islands;Bonin Islands;Islas Bonin;Bonin Islands;Bonin Islands;Bonin Islands;Бонинские острова;;;X
PROV2477;Izu Islands;Izu Islands;Izu Islands;Islas Izu;Izu Islands;Izu Islands;Izu Islands;острова Идзу;;;X
PROV2478;Yap Islands;Yap Islands;Yap Islands;Islas Yap;Yap Islands;Yap Islands;Yap Islands;острова Яп;;;X
PROV2479;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;Peleliu Kyushu Ridge;хребет Пелелиу-Кюсю;;;X
PROV2480;Daito Islands;Daito Islands;Daito Islands;Islas Daito;Daito Islands;Daito Islands;Daito Islands;острова Дайто;;;X
PROV2481;East Philippine Basin;East Philippine Basin;East Philippine Basin;Cuenca del Este de Filipinas;East Philippine Basin;East Philippine Basin;East Philippine Basin;Восток Филиппинского моря;;;X
PROV2482;Philippine Sea;Philippine Sea;Philippine Sea;Mar de las Filipinas;Philippine Sea;Philippine Sea;Philippine Sea;Филиппинское море;;;X
PROV2483;Peleliu Islands;Peleliu Islands;Peleliu Islands;Islas Peleliu;Peleliu Islands;Peleliu Islands;Peleliu Islands;остров Пелелиу;;;X
PROV2484;Philippine Trench;Philippine Trench;Philippine Trench;Zanja Filipina;Philippine Trench;Philippine Trench;Philippine Trench;Филиппинский желоб;;;X
PROV2485;Lingayen Gulf;Lingayen Gulf;Lingayen Gulf;Golfo de Lingayen;Lingayen Gulf;Lingayen Gulf;Lingayen Gulf;залив Лингаен;;;X
PROV2486;Polillo Islands;Polillo Islands;Polillo Islands;Islas Polillo;Polillo Islands;Polillo Islands;Polillo Islands;острова Полилло;;;X
PROV2487;West Philippine Basin;West Philippine Basin;West Philippine Basin;Cuenca Oeste Filipino;West Philippine Basin;West Philippine Basin;West Philippine Basin;Запад Филиппинского моря;;;X
PROV2488;Osumi Islands;Osumi Islands;Osumi Islands;Islas Osumi;Osumi Islands;Osumi Islands;Osumi Islands;острова Осуми;;;X
PROV2489;Inland Sea;Inland Sea;Inland Sea;Mar Inland;Inland Sea;Inland Sea;Inland Sea;Внутреннее Японское море;;;X
PROV2490;Ryuyku Trench;Ryuyku Trench;Ryuyku Trench;Zanja Ryuyku;Ryuyku Trench;Ryuyku Trench;Ryuyku Trench;желоб Рюкю;;;X
PROV2491;Cape Erimo;Cape Erimo;Cape Erimo;Cabo Erimo;Cape Erimo;Cape Erimo;Cape Erimo;мыс Эримо;;;X
PROV2492;Tokyo Bay;Tokyo Bay;Tokyo Bay;Bahнa de Tokio;Tokyo Bay;Tokyo Bay;Tokyo Bay;Токийский залив;;;X
PROV2493;Sikhote Alin Coast;Sikhote Alin Coast;Sikhote Alin Coast;Costa de Sikhote Alin;Sikhote Alin Coast;Sikhote Alin Coast;Sikhote Alin Coast;побережье Сихотэ-Алиня;;;X
PROV2494;Cape Erimo;Cape Erimo;Cape Erimo;Cabo Erimo;Cape Erimo;Cape Erimo;Cape Erimo;мыс Эримо;;;X
PROV2495;Korea Strait;Korea Strait;Korea Strait;Estre de Corea;Korea Strait;Korea Strait;Korea Strait;Корейский пролив;;;X
PROV2496;East Korea Bay;East Korea Bay;East Korea Bay;Bahнa del Este de Corea;East Korea Bay;East Korea Bay;East Korea Bay;Восточно-Корейский залив;;;X
PROV2497;Tsushima Strait;Tsushima Strait;Tsushima Strait;Estrecho Tsushima;Tsushima Strait;Tsushima Strait;Tsushima Strait;Цусимский пролив;;;X
PROV2498;Sea of Japan;Sea of Japan;Sea of Japan;Mar del Japуn;Sea of Japan;Sea of Japan;Sea of Japan;Японское море;;;X
PROV2499;Gulf of Patience;Gulf of Patience;Gulf of Patience;Golfo de Patience;Gulf of Patience;Gulf of Patience;Gulf of Patience;залив Терпения;;;X
PROV2500;Sakhaline Coast;Sakhaline Coast;Sakhaline Coast;Costa de Sakhaline;Sakhaline Coast;Sakhaline Coast;Sakhaline Coast;побережье Сахалина;;;X
PROV2501;La Perouse Strait;La Perouse Strait;La Perouse Strait;Estrecho La Perouse;La Perouse Strait;La Perouse Strait;La Perouse Strait;пролив Лаперуза;;;X
PROV2502;Tartar Strait;Tartar Strait;Tartar Strait;Estrecho de Tartar;Tartar Strait;Tartar Strait;Tartar Strait;Татарский пролив;;;X
PROV2503;South Sea of Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;Mar Sur de Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;South Sea of Okhotsk;Юг Охотского моря;;;X
PROV2504;Kuril Islands;Kuril Islands;Kuril Islands;Islas Kuril;Kuril Islands;Kuril Islands;Kuril Islands;Курильские острова;;;X
PROV2505;West Kamchatka Coast;West Kamchatka Coast;West Kamchatka Coast;Costa del Oeste de Kamchatka;West Kamchatka Coast;West Kamchatka Coast;West Kamchatka Coast;Западное побережье Камчатки;;;X
PROV2506;Shelikhov Gulf;Shelikhov Gulf;Shelikhov Gulf;Golfo de Shelikhov;Shelikhov Gulf;Shelikhov Gulf;Shelikhov Gulf;залив Шелихова;;;X
PROV2507;Cape of Elizabeth;Cape of Elizabeth;Cape of Elizabeth;Cabo Elizabeth;Cape of Elizabeth;Cape of Elizabeth;Cape of Elizabeth;мыс Елизаветы;;;X
PROV2508;Gulf of Uda;Gulf of Uda;Gulf of Uda;Golfo de Uda;Gulf of Uda;Gulf of Uda;Gulf of Uda;Удская губа;;;X
PROV2509;North Sea of Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;Mar Norte de Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;North Sea of Okhotsk;Север Охотского моря;;;X
PROV2510;Nagayevo Bay;Nagayevo Bay;Nagayevo Bay;Bahнa de Nagayevo;Nagayevo Bay;Nagayevo Bay;Nagayevo Bay;бухта Нагаева;;;X
PROV2511;Sakishima Islands;Sakishima Islands;Sakishima Islands;Islas Sakishima;Sakishima Islands;Sakishima Islands;Sakishima Islands;острова Сакисима;;;X
PROV2512;Ryuyku Islands;Ryuyku Islands;Ryuyku Islands;Islas Ryuyku;Ryuyku Islands;Ryuyku Islands;Ryuyku Islands;острова Рюкю;;;X
PROV2513;East China Sea;East China Sea;East China Sea;Mar de China Oriental;East China Sea;East China Sea;East China Sea;Восточно-Китайское море;;;X
PROV2514;Hangzhou Bay;Hangzhou Bay;Hangzhou Bay;Bahнa de Hangzhou;Hangzhou Bay;Hangzhou Bay;Hangzhou Bay;Ханчжоувань;;;X
PROV2515;Formosa Strait;Formosa Strait;Formosa Strait;Estrecho de Formosa;Formosa Strait;Formosa Strait;Formosa Strait;Тайваньский пролив;;;X
PROV2516;Coast of Shandong;Coast of Shandong;Coast of Shandong;Costa de Shandong;Coast of Shandong;Coast of Shandong;Coast of Shandong;побережье Шаньдуна;;;X
PROV2517;Yellow Sea;Yellow Sea;Yellow Sea;Mar Amarillo;Yellow Sea;Yellow Sea;Yellow Sea;Желтое море;;;X
PROV2518;Bohai Sea;Bohai Sea;Bohai Sea;Mar Bohai;Bohai Sea;Bohai Sea;Bohai Sea;Бохайский залив;;;X
PROV2519;Spratley Islands;Spratley Islands;Spratley Islands;Islas Spratley;Spratley Islands;Spratley Islands;Spratley Islands;острова Спратли;;;X
PROV2520;Paracel Islands;Paracel Islands;Paracel Islands;Islas Paracel;Paracel Islands;Paracel Islands;Paracel Islands;Парасельские острова;;;X
PROV2521;South China Sea;South China Sea;South China Sea;Mar del Sur de China;South China Sea;South China Sea;South China Sea;Южно-Китайское море;;;X
PROV2522;Cape Ca Mau;Cape Ca Mau;Cape Ca Mau;Cabo Ca Mau;Cape Ca Mau;Cape Ca Mau;Cape Ca Mau;мыс Камау;;;X
PROV2523;Gulf of Tonkin;Gulf of Tonkin;Gulf of Tonkin;Golfo de Tonkнn;Gulf of Tonkin;Gulf of Tonkin;Gulf of Tonkin;Тонкинский залив;;;X
PROV2524;Coast of Guangdong;Coast of Guangdong;Coast of Guangdong;Costa de Guangdong;Coast of Guangdong;Coast of Guangdong;Coast of Guangdong;побережье Гуандуна;;;X
PROV2525;Bight of Bangkok;Bight of Bangkok;Bight of Bangkok;Ensenada de Bangkok;Bight of Bangkok;Bight of Bangkok;Bight of Bangkok;Бангкокский залив;;;X
PROV2526;Gulf of Thailand;Gulf of Thailand;Gulf of Thailand;Golfo de Tailandia;Gulf of Thailand;Gulf of Thailand;Gulf of Thailand;Сиамский залив;;;X
PROV2527;Bunguran Islands;Bunguran Islands;Bunguran Islands;Islas Bunguran;Bunguran Islands;Bunguran Islands;Bunguran Islands;острова Бунгуран;;;X
PROV2528;Coast of Malaysia;Coast of Malaysia;Coast of Malaysia;Costa de Malaysia;Coast of Malaysia;Coast of Malaysia;Coast of Malaysia;побережье Малайи;;;X
PROV2529;Bangka Island;Bangka Island;Bangka Island;Islas Bangka;Bangka Island;Bangka Island;Bangka Island;остров Банка;;;X
PROV2530;South Malacca Strait;South Malacca Strait;South Malacca Strait;Estrecho del Sur de Malacca;South Malacca Strait;South Malacca Strait;South Malacca Strait;Юг Малаккского пролива;;;X
PROV2531;North Malacca Strait;North Malacca Strait;North Malacca Strait;Estrecho del Norte de Malacca;North Malacca Strait;North Malacca Strait;North Malacca Strait;Север Малаккского пролива;;;X
PROV2532;Tapanuli Gulf;Tapanuli Gulf;Tapanuli Gulf;Golfo de Tapanuli;Tapanuli Gulf;Tapanuli Gulf;Tapanuli Gulf;залив Тапанули;;;X
PROV2533;Sunda Strait;Sunda Strait;Sunda Strait;Estrecho Sunda;Sunda Strait;Sunda Strait;Sunda Strait;Зондский пролив;;;X
PROV2534;South Java Coast;South Java Coast;South Java Coast;Costa de Java Sur;South Java Coast;South Java Coast;South Java Coast;Южное побережье Явы;;;X
PROV2535;North Java Coast;North Java Coast;North Java Coast;Costa de Java Norte;North Java Coast;North Java Coast;North Java Coast;Северное побережье Явы;;;X
PROV2536;Karimata Strait;Karimata Strait;Karimata Strait;Estrecho de Karimata;Karimata Strait;Karimata Strait;Karimata Strait;пролив Каримата;;;X
PROV2537;Sape Strait;Sape Strait;Sape Strait;Estrecho de Sape;Sape Strait;Sape Strait;Sape Strait;пролив Сапе;;;X
PROV2538;Bali Sea;Bali Sea;Bali Sea;Mar de Bali;Bali Sea;Bali Sea;Bali Sea;Балийское море;;;X
PROV2539;South Borneo Coast;South Borneo Coast;South Borneo Coast;Costa del Sur de Borneo;South Borneo Coast;South Borneo Coast;South Borneo Coast;Южное побережье Калимантана;;;X
PROV2540;Java Sea;Java Sea;Java Sea;Mar de Java;Java Sea;Java Sea;Java Sea;Яванское море;;;X
PROV2541;Makassar Strait;Makassar Strait;Makassar Strait;Estrecho de Makassar;Makassar Strait;Makassar Strait;Makassar Strait;Макассарский пролив;;;X
